id,population-density,Lat-top,Long-left,Lat-bottom,Long-right
58,722.4659158269117,41.730358,-71.399152,41.670824,-71.354702
59,1764.0740740740741,41.69963,-71.534091,41.658382,-71.503285
60,2422.9508196721313,42.022115,-71.515116,41.981297,-71.484782
61,196.15699100572363,42.011024,-71.570712,41.939348,-71.517426
62,2435.8078602620085,41.829194,-71.417259,41.807266,-71.400917
63,2698.1167608286255,41.875032,-71.448748,41.84163,-71.42387
64,1706.4400715563506,41.801863,-71.408882,41.767587,-71.383324
65,3294.910941475827,41.85453,-71.401107,41.825808,-71.379709
66,4390.948275862069,41.809641,-71.432866,41.787545,-71.416394
67,4627.848101265822,41.852708,-71.446392,41.826942,-71.427196
68,4836.781609195402,41.835049,-71.46395,41.807993,-71.443788
69,2497.7900552486185,41.788789,-71.445877,41.761209,-71.425309
70,2756.916996047431,41.866405,-71.481391,41.843371,-71.464233
71,1853.1309297912715,41.830935,-71.37857,41.797657,-71.353768
72,995.5863808322825,41.793248,-71.370054,41.752446,-71.339624
73,1271.2837837837837,41.855115,-71.361708,41.830191,-71.34314
74,208.77114870881567,41.94012,-71.548866,41.871428,-71.497742
75,510.750923266311,41.863213,-71.546535,41.791667,-71.493223
76,1621.6790648246547,41.789571,-71.482086,41.745117,-71.44893
77,339.8190045248869,41.793239,-71.536976,41.740469,-71.497616
78,63.20557491289199,43.036083,-71.391818,42.958439,-71.33503
79,45.32374100719424,43.103297,-71.350574,43.019595,-71.28942
80,61.44994246260069,43.021655,-71.282279,42.947659,-71.228147
81,34.89783532267854,43.19222,-71.28537,43.090328,-71.211024
82,143.38478500551267,43.06516,-71.59537,42.97787,-71.531554
83,34.34311224489796,43.153034,-71.637104,43.071874,-71.577856
84,44.70046082949309,43.028946,-71.712449,42.933468,-71.642599
85,141.1122144985104,43.077866,-71.234217,42.99821,-71.175997
86,2255.0561797752807,42.995865,-71.471113,42.982189,-71.461109
87,1554.6925566343043,43.033974,-71.507249,42.989856,-71.474989
88,1481.7733990147783,42.973625,-71.463445,42.927451,-71.429649
89,1745.4545454545453,43.030646,-71.455207,42.988458,-71.424357
90,137.65020026702268,43.126929,-71.479266,43.038239,-71.41449
91,511.2864077669903,42.984537,-71.415573,42.942931,-71.385127
92,230.4951690821256,42.977286,-71.567402,42.893882,-71.50634
93,27.777777777777775,43.365364,-71.29714,43.310704,-71.257384
94,111.0466890448581,43.516077,-71.512474,43.433115,-71.45227
95,23.876953125,43.408868,-71.591738,43.316112,-71.524302
96,63.49622827156445,43.403348,-71.268126,43.323316,-71.209942
97,52.72364924712135,43.252572,-71.73341,43.15518,-71.66242
98,53.269675925925924,43.247415,-71.379616,43.162209,-71.31751
99,33.8031914893617,43.467503,-71.419523,43.378631,-71.354975
100,43.112701252236135,43.217879,-71.866531,43.120963,-71.795847
101,45.740123750594954,43.298478,-71.433024,43.23204,-71.384646
102,71.27200265692461,43.250355,-71.244957,43.170823,-71.186991
103,71.9740048740861,43.324456,-71.33554,43.252546,-71.283196
104,109.59188379063869,43.207355,-71.451566,43.111911,-71.381944
105,92.97987236131566,43.477281,-71.609585,43.384781,-71.542411
106,22.88271013103228,43.366361,-71.87718,43.251713,-71.793756
107,57.88243152972612,43.134137,-71.744571,43.021985,-71.662653
108,40.87759815242494,43.179858,-71.168357,43.079836,-71.095361
109,88.88888888888889,43.182212,-71.144866,43.17605,-71.140372
110,276.4919663351186,43.284663,-71.591184,43.179877,-71.51484
111,96.80635838150289,43.371966,-71.709284,43.251404,-71.621558
112,98.76847290640393,43.171809,-71.565435,43.094543,-71.509049
113,41.66004765687053,43.385413,-71.484063,43.282563,-71.409253
114,75.6661115736886,43.265796,-71.075583,43.165342,-71.002375
115,40.317155213839506,43.45531,-71.360097,43.389192,-71.312075
116,34.971383461614366,43.32718,-71.206546,43.224018,-71.131436
117,28.47950428979981,44.081178,-69.900794,43.9873,-69.833302
118,47.68289128533955,44.275949,-70.045135,44.191061,-69.984313
119,62.04744069912609,44.299763,-70.057527,44.258747,-70.028163
120,63.2975074319689,44.167785,-70.093761,44.071941,-70.024955
121,28.79910213243547,44.11377,-70.009736,44.017036,-69.940228
122,102.97445845457484,44.432475,-69.805273,44.271275,-69.690005
123,24.661246612466122,44.127846,-69.767018,44.044322,-69.707024
124,58.8235294117647,44.333954,-69.895103,44.323626,-69.887715
125,118.4575389948007,44.28516,-69.845432,44.235936,-69.810178
126,71.00196463654224,44.258378,-69.839311,44.131746,-69.748519
127,403.58744394618833,44.247431,-69.759112,44.225783,-69.743602
128,216.25615763546799,44.305119,-69.830838,44.269363,-69.805242
129,22.75660538171192,44.276535,-69.546223,44.145193,-69.452081
130,46.5122199592668,44.217562,-69.967076,44.126726,-69.901924
131,55.20926090828139,44.376883,-69.88682,44.308193,-69.837694
132,22.205851399705328,44.247993,-69.655436,44.148103,-69.58382
133,41.95106245975531,44.421954,-69.974609,44.341188,-69.916885
134,51.44215530903328,44.157535,-69.858828,44.076131,-69.800386
135,155.26315789473685,44.185529,-69.768177,44.170043,-69.757071
136,32.43243243243243,44.359862,-69.603933,44.273484,-69.542131
137,87.41542625169147,44.354041,-69.994614,44.265941,-69.931572
138,16.221284575714957,44.131934,-69.653206,44.065008,-69.605144
139,30.457476205096714,44.093631,-69.597244,44.010923,-69.5378
140,55.298329355608594,44.02935,-69.726504,43.93554,-69.659004
141,33.95863395863396,44.00638,-69.802984,43.912932,-69.735718
142,16.84491978609626,44.065936,-72.61732,43.981856,-72.556862
143,17.409926933736457,44.039566,-72.492833,43.948266,-72.427151
144,27.040816326530614,43.973125,-72.551556,43.937967,-72.526248
145,31.89049734843056,44.027602,-72.75217,43.906542,-72.665038
146,22.2608024691358,43.953655,-72.596759,43.879871,-72.543609
147,25.600489125687833,44.216979,-73.095573,44.061907,-72.984287
148,41.19777831441681,44.356586,-73.254346,44.263324,-73.18761
149,22.42278379462495,44.257594,-73.290523,44.185238,-73.238669
150,45.861405197305096,44.379501,-73.120739,44.286071,-73.053909
151,21.582544689800212,44.357233,-72.984088,44.267845,-72.920128
152,47.51886576720787,44.512824,-72.99361,44.416986,-72.925212
153,17.893145161290324,44.148405,-73.187986,44.057117,-73.122432
154,38.888888888888886,44.273741,-73.217447,44.210133,-73.171879
155,40.144896654591946,44.466413,-72.997881,44.367125,-72.926963
156,122.71468144044321,44.417091,-73.237042,44.344233,-73.18497
157,15.159574468085108,44.277112,-73.025008,44.179758,-72.955248
158,23.77991332202751,44.623687,-72.939221,44.518105,-72.864007
159,31.162168190943564,44.180577,-73.360061,44.043345,-73.261531
160,115.59741024131843,44.471308,-73.126409,44.386828,-73.066081
161,70.46971719868917,44.340727,-72.656569,44.209179,-72.562381
162,23.076923076923077,44.355956,-72.509909,44.327804,-72.489775
163,145.8501652589056,44.242319,-72.510509,44.135363,-72.433817
164,28.00875273522976,44.40466,-72.508042,44.360846,-72.47673
165,16.602809706257982,44.195327,-72.367757,44.137975,-72.326617
166,25.257944696657038,44.416069,-72.46185,44.344725,-72.41086
167,37.47841105354058,44.312504,-72.510881,44.25211,-72.467643
168,154.94880546075083,44.152697,-72.484565,44.127875,-72.466753
169,17.553882108543238,44.409695,-72.38698,44.319753,-72.32268
170,21.067134268537075,44.299779,-72.767272,44.208211,-72.701686
171,43.21818181818182,44.201352,-72.729835,44.093874,-72.652715
172,1700.0,44.168108,-72.653809,44.166238,-72.652467
173,21.997360316761988,44.317902,-72.423857,44.220182,-72.353881
174,9.726801695713613,44.111839,-72.763818,44.017397,-72.695956
175,48.460692688290266,44.553787,-72.7571,44.430163,-72.668912
176,35.223555070883314,44.252793,-72.879383,44.145295,-72.802315
177,55.82791395697849,44.158343,-72.906923,44.066709,-72.841133
178,14.472361809045227,44.121881,-72.455476,44.030449,-72.38979
179,23.231636222308587,44.372078,-72.880437,44.225054,-72.775209
180,62.75,44.438195,-72.728973,44.380217,-72.687557
181,102.66666666666667,44.163886,-72.482319,44.151308,-72.473295
182,35.96293513648886,44.154731,-72.564783,44.063155,-72.499031
183,12.09833944360578,44.451128,-72.600708,44.352438,-72.530198
184,4.596567370289998,44.056882,-72.878422,43.9537,-72.804206
185,5.4550222921584055,43.950227,-72.954036,43.860733,-72.889556
186,45.68865066418085,44.056617,-73.22681,43.922361,-73.130218
187,7.286212914485165,44.034003,-73.032052,43.935885,-72.961454
188,14.574616457461646,43.926834,-72.871414,43.81707,-72.792286
189,1319.2886456908345,39.95157,-75.04258,39.912386,-75.012534
190,1019.4770063119928,39.906837,-74.990555,39.858569,-74.953517
191,348.88712241653417,39.790452,-74.890385,39.739042,-74.850867
192,1824.031007751938,39.874069,-75.06015,39.857581,-75.047496
193,361.8601297764961,39.787643,-74.953606,39.733669,-74.912114
194,1157.3394495412842,40.068488,-74.930021,40.038224,-74.906855
195,1032.2772277227723,39.812023,-75.077745,39.755607,-75.034391
196,163.44151867728107,39.98281,-74.584267,39.881368,-74.506481
197,527.0573566084788,40.105066,-74.851396,40.033978,-74.796996
198,5.5169066494094805,39.834262,-74.578002,39.720322,-74.490434
199,1498.2562547384382,39.832509,-75.020367,39.779879,-74.979935
200,161.84866334390574,40.101634,-74.731795,40.033546,-74.679689
201,364.4144144144144,39.843673,-74.975469,39.822071,-74.958881
202,1888.5714285714284,39.848348,-75.072902,39.833526,-75.06152
203,1762.6198083067093,39.901713,-75.127912,39.876079,-75.108244
204,1545.5696202531644,39.879238,-75.104557,39.853474,-75.084783
205,1724.7474747474748,39.906836,-75.047711,39.878006,-75.025591
206,1261.5126050420167,39.924204,-75.013722,39.88886,-74.98661
207,2024.0506329113923,39.888243,-75.072914,39.870011,-75.058922
208,349.05956112852664,39.98887,-74.846235,39.952268,-74.818183
209,77.77496412593905,39.719242,-74.82602,39.5615,-74.704548
210,30.70175438596491,40.063544,-74.697432,40.014604,-74.659964
211,95.52238805970148,40.021297,-74.666804,40.009477,-74.657752
212,1053.2646048109966,39.873266,-74.972482,39.823812,-74.934514
213,897.6744186046511,39.875357,-75.036072,39.858871,-75.02342
214,1503.157894736842,40.047932,-74.902285,40.007966,-74.871683
215,356.38138138138135,39.985299,-74.822748,39.932411,-74.782208
216,1775.2,39.862489,-75.044761,39.846293,-75.032327
217,2402.349869451697,39.966561,-75.005766,39.938201,-74.984026
218,616.0552002692696,39.896173,-74.931129,39.817181,-74.870491
219,830.632680928539,39.982961,-74.926288,39.915023,-74.874206
220,247.33139252789908,39.909084,-74.8572,39.816034,-74.785776
221,516.6990291262136,40.00814,-74.963133,39.951176,-74.919483
222,1881.7460317460318,39.892539,-75.098499,39.876297,-75.086037
223,426.29942247889824,40.042118,-74.816422,39.973356,-74.763754
224,50.0,39.971038,-74.647082,39.954526,-74.634426
225,1314.7286821705427,40.014265,-75.044197,39.990965,-75.026349
226,116.87207819804505,39.996575,-74.692696,39.926277,-74.638814
227,810.0,40.011782,-74.868495,40.007302,-74.865063
228,972.594501718213,40.054304,-74.967863,40.004868,-74.930009
229,762.5139043381535,40.021883,-75.008271,39.978441,-74.974993
230,1688.4615384615383,39.862183,-75.082822,39.841293,-75.066784
231,659.9332839140104,39.771204,-75.005717,39.695924,-74.947825
232,1494.4223107569721,39.85275,-75.037411,39.829782,-75.019775
233,1781.2903225806451,39.837974,-75.022382,39.81994,-75.008534
234,396.29213483146066,39.876305,-75.215286,39.833059,-75.182088
235,70.14797340767747,39.937172,-74.759209,39.765762,-74.627615
236,83.13378448724622,39.749562,-74.851054,39.686038,-74.80219
237,638.5802469135803,39.820155,-74.934195,39.794077,-74.914161
238,753.1531531531532,39.881714,-75.150555,39.847572,-75.124349
239,964.5077720207254,39.855329,-75.148531,39.798379,-75.104795
240,2155.7251908396947,39.960848,-75.127354,39.944268,-75.114644
241,2264.478764478765,39.947504,-75.122869,39.924164,-75.104973
242,2756.6197183098593,39.930088,-75.123651,39.902782,-75.102707
243,3378.4172661870507,39.963913,-75.100752,39.939737,-75.08222
244,2568.2634730538925,39.900353,-75.080512,39.881631,-75.066146
245,3239.7905759162304,39.917872,-75.091255,39.897818,-75.075871
246,2887.323943661972,39.926875,-75.070224,39.902461,-75.0515
247,1809.6,39.967486,-75.062544,39.935096,-75.037714
248,807.6633165829146,39.992336,-75.073543,39.95145,-75.042209
249,87.25027243007628,40.199732,-74.591042,40.123686,-74.532924
250,336.83005038937245,40.136885,-74.759354,40.069167,-74.707556
251,88.63168724279835,40.223583,-74.441484,40.159689,-74.392676
252,124.61538461538461,40.054064,-74.565983,40.030694,-74.548091
253,192.2325581395349,40.357955,-74.551141,40.290759,-74.499911
254,65.01687289088864,40.171749,-74.520398,40.096905,-74.463176
255,74.74178403755869,40.153689,-74.679068,40.086795,-74.627914
256,1041.1214953271028,40.126019,-74.810187,40.104837,-74.793989
257,600.7887323943662,40.285795,-74.553377,40.224735,-74.506779
258,234.0674626173641,40.175889,-74.409055,40.041281,-74.306103
259,129.40947940947942,40.407451,-74.936503,40.333919,-74.880481
260,128.2458929517753,40.10251,-74.52423,40.039552,-74.476052
261,224.4122965641953,40.363501,-74.818768,40.295343,-74.76681
262,94.67910038398244,40.275246,-74.455714,40.213362,-74.408478
263,1157.774798927614,40.352082,-74.59613,40.31249,-74.565948
264,347.78008690723595,40.415729,-74.69549,40.310291,-74.615152
265,350.0,40.311907,-74.638896,40.248403,-74.59045
266,1254.0983606557377,40.125226,-74.783969,40.109208,-74.771719
267,187.28323699421966,40.227807,-74.478062,40.208765,-74.463522
268,100.49261083743842,40.343043,-74.878105,40.288417,-74.836453
269,86.4406779661017,40.257796,-74.584387,40.242082,-74.572393
270,139.65014577259475,40.091964,-74.614844,40.03195,-74.568912
271,1731.578947368421,40.223774,-74.771188,40.21482,-74.764352
272,3948.1751824817516,40.234225,-74.747378,40.217269,-74.734432
273,1563.3501259445843,40.211595,-74.732203,40.170753,-74.701003
274,2942.153846153846,40.19667,-74.750293,40.17056,-74.730345
275,2380.5295950155764,40.267706,-74.803985,40.230988,-74.775961
276,975.4960317460317,40.265308,-74.71397,40.219292,-74.678846
277,499.56140350877195,40.19193,-74.667999,40.148166,-74.634557
278,577.8385772913817,40.284017,-74.842002,40.244819,-74.812092
279,5327.5,40.227135,-74.736138,40.214203,-74.726264
280,1592.013888888889,40.271404,-74.776654,40.236632,-74.750116
281,41.57407407407407,40.038093,-74.617065,39.970739,-74.565473
282,256.01577909270213,40.036599,-74.602673,40.003969,-74.577683
283,754.0508574807806,40.314105,-74.740706,40.254511,-74.695246
284,1028.9915966386554,40.243863,-74.675059,40.205147,-74.645499
285,227.4658573596358,40.246093,-74.622484,40.171677,-74.565654
286,335.86175256155377,40.034507,-74.396397,39.917317,-74.306593
287,22.950819672131146,42.463654,-73.933037,42.447676,-73.921249
288,57.98303487276155,42.750348,-74.074333,42.644784,-73.996751
289,73.78768020969855,42.677865,-73.556845,42.579801,-73.484695
290,15.237507711289327,42.698209,-73.364183,42.615685,-73.303493
291,25.0,42.484184,-73.538733,42.469392,-73.527823
292,38.47665847665847,42.448648,-73.449101,42.383264,-73.400829
293,118.56265799927772,42.581268,-73.733592,42.505008,-73.677406
294,67.86980341604898,42.385088,-73.596959,42.304362,-73.537293
295,45.80152671755725,42.645633,-73.356814,42.629067,-73.344628
296,123.41772151898734,42.587058,-73.959372,42.568828,-73.945948
297,320.6896551724138,42.489324,-73.805524,42.475786,-73.79554
298,19.908204245553645,42.539718,-73.945821,42.479212,-73.901219
299,949.1228070175439,42.807264,-73.743253,42.760844,-73.709185
300,97.5103734439834,42.379273,-73.867487,42.311777,-73.817601
301,24.114832535885167,42.795042,-73.508218,42.713898,-73.448636
302,461.4987080103359,42.637055,-73.885398,42.580039,-73.843434
303,25.23094688221709,42.453046,-73.536773,42.367752,-73.473799
304,189.08102766798422,42.62755,-73.683578,42.562346,-73.635578
305,27.867168777815817,42.578139,-73.533832,42.499813,-73.47612
306,123.07692307692308,42.576825,-73.644431,42.559501,-73.631671
307,502.36834772917246,42.895696,-73.817423,42.808872,-73.753771
308,30.12494215640907,42.591145,-73.945106,42.523777,-73.895482
309,40.389972144846794,42.345461,-73.667309,42.254383,-73.599945
310,233.77862595419847,42.611624,-73.794967,42.564702,-73.760423
311,607.4380165289257,42.71836,-73.909568,42.690766,-73.88929
312,1127.7777777777778,42.706349,-73.965493,42.700277,-73.961031
313,22.868605817452355,42.464611,-73.916779,42.399889,-73.869009
314,31.679389312977097,42.938322,-73.51829,42.860524,-73.4613
315,72.34770704996578,42.417256,-73.731411,42.361852,-73.690491
316,526.6182298546895,42.779101,-73.795906,42.722719,-73.754504
317,21.647509578544064,42.493849,-73.588912,42.460745,-73.564496
318,190.96148013345467,42.95499,-73.73881,42.871774,-73.677864
319,31.82011030971574,42.87508,-73.63319,42.804714,-73.581594
320,69.01451027811366,42.568492,-73.636625,42.48513,-73.575191
321,106.06060606060606,42.464883,-73.806267,42.441339,-73.788895
322,42.48329621380846,42.515462,-73.422494,42.454034,-73.377194
323,800.0,42.447822,-73.663512,42.436624,-73.655248
324,92.47311827956989,42.480404,-73.637317,42.460642,-73.622741
325,26.802421574023114,42.465725,-73.582303,42.403947,-73.536709
326,21.82967645965043,42.813928,-73.418207,42.68376,-73.322619
327,80.26315789473685,42.717634,-73.555461,42.675734,-73.524667
328,117.02564102564102,42.521819,-73.878836,42.457817,-73.83164
329,485.5971296770886,42.659847,-73.741395,42.595825,-73.694289
330,106.14294152392203,42.857608,-73.87003,42.797978,-73.826298
331,24.147414741474147,42.660817,-73.496071,42.599029,-73.450611
332,27.325716950338073,42.984919,-73.64052,42.890001,-73.57103
333,25.21623419827013,42.511594,-73.76797,42.455414,-73.726538
334,81.76918199112238,42.582788,-73.852107,42.501398,-73.792141
335,244.58598726114647,42.67867,-73.90593,42.624186,-73.865858
336,154.76190476190476,42.53944,-73.858305,42.530098,-73.851421
337,29.294084024006857,42.603727,-73.412287,42.517997,-73.349141
338,16.684045881126174,42.615323,-73.464553,42.570451,-73.431519
339,45.52845528455285,42.41008,-73.78187,42.349946,-73.73745
340,123.47826086956523,42.361218,-73.734178,42.34568,-73.722696
341,434.8704200178731,42.80279,-73.639339,42.694386,-73.559733
342,481.8435754189944,42.827116,-73.650981,42.772282,-73.610747
343,1513.978494623656,42.754872,-73.697737,42.740868,-73.687453
344,79.12844036697247,42.465429,-73.686685,42.374649,-73.619669
345,34.20195439739414,42.898436,-73.580437,42.826606,-73.527787
346,85.17015298157976,42.674176,-74.007361,42.592152,-73.947015
347,352.0996441281139,42.848388,-73.715441,42.79407,-73.675601
348,1378.9312977099237,42.754893,-73.731146,42.717791,-73.703896
349,44.799535153980244,42.439091,-73.849871,42.378971,-73.805481
350,23.65536579148611,42.568146,-74.076719,42.477372,-74.009817
351,48.97959183673469,42.492922,-73.482561,42.472656,-73.467615
352,135.69060773480663,42.653591,-73.629989,42.609981,-73.597903
353,245.952023988006,42.699232,-73.653032,42.646304,-73.614116
354,2293.8325991189427,42.644672,-73.771282,42.622832,-73.755214
355,1192.414995640802,42.703305,-73.863912,42.654221,-73.827826
356,863.1818181818181,42.706725,-73.744969,42.676325,-73.722625
357,768.0302076777847,42.74767,-73.850461,42.689902,-73.808019
358,3853.5211267605637,42.685089,-73.790506,42.663939,-73.774956
359,919.672131147541,42.665492,-73.752302,42.649508,-73.740546
360,2442.8571428571427,42.667885,-73.820902,42.638177,-73.799054
361,2103.271028037383,42.649296,-73.798274,42.628076,-73.782664
362,6946.666666666666,42.666499,-73.761448,42.652733,-73.751324
363,565.7960199004975,42.723636,-73.778801,42.682554,-73.748611
364,0.0,42.690624,-73.827173,42.679898,-73.819287
365,838.8708630759247,42.781978,-73.947367,42.72509,-73.905595
366,1358.9181286549708,42.793646,-73.912211,42.755734,-73.884383
367,263.55118829981717,42.853366,-74.079403,42.757496,-74.009065
368,713.0011454753723,42.830112,-73.887179,42.769546,-73.842741
369,88.9119170984456,42.941705,-78.540564,42.841037,-78.46681
370,389.3333333333333,42.9486,-78.69259,42.936026,-78.683384
371,203.37730870712403,43.014674,-78.63734,42.951582,-78.591184
372,119.90521327014217,43.081636,-78.656283,43.011822,-78.605263
373,1320.4833141542003,42.923333,-78.71906,42.880607,-78.687762
374,455.5758683729433,43.072193,-78.720864,43.013491,-78.677962
375,117.17969379532636,42.829617,-78.626297,42.715457,-78.542497
376,137.98737467508354,42.871159,-78.661625,42.795945,-78.606467
377,864.4508670520231,43.040807,-78.766472,43.013851,-78.746766
378,291.8165784832451,43.056485,-78.990867,42.979317,-78.934447
379,458.2602155928804,42.759018,-78.866942,42.667486,-78.799688
380,369.5486518171161,42.951388,-78.660256,42.866738,-78.598256
381,183.25965946299934,43.237785,-78.760497,43.077601,-78.643647
382,601.9843656043296,43.121106,-78.873177,43.037528,-78.812131
383,305.4113079349672,42.799321,-78.773855,42.706285,-78.705539
384,87.2863247863248,43.187728,-78.905746,43.110932,-78.849718
385,1315.7894736842106,43.026157,-78.898788,42.970011,-78.857724
386,6413.761467889908,42.903621,-78.891963,42.888499,-78.880885
387,1841.8032786885246,42.889474,-78.883338,42.87349,-78.871626
388,246.31578947368422,42.883344,-78.880169,42.855084,-78.859457
389,2777.777777777778,42.891847,-78.868443,42.872423,-78.854211
390,2244.3298969072166,42.896041,-78.82217,42.864115,-78.798774
391,2819.6428571428573,42.966285,-78.909388,42.937579,-78.888378
392,4053.6231884057975,42.924402,-78.859334,42.907376,-78.846864
393,5146.153846153846,42.92087,-78.871093,42.907016,-78.860947
394,2200.6006006006005,42.875883,-78.838432,42.849433,-78.819046
395,3022.962962962963,42.920868,-78.830634,42.891712,-78.809278
396,3462.8272251308904,42.904214,-78.827452,42.8842,-78.81279
397,4845.378151260505,42.929265,-78.900585,42.906929,-78.884227
398,3196.5034965034965,42.951896,-78.849625,42.9274,-78.831693
399,3714.430894308943,42.951391,-78.822437,42.919243,-78.798901
400,4163.120567375887,42.961785,-78.870027,42.937445,-78.852211
401,3546.4174454828662,42.984855,-78.88637,42.958881,-78.867366
402,1101.8669778296382,42.840587,-78.846513,42.798157,-78.815391
403,735.8695652173913,42.808368,-78.840901,42.769042,-78.812041
404,2880.0518134715026,42.859979,-78.832517,42.831497,-78.811635
405,1033.8835794960903,43.019289,-78.748304,42.949755,-78.697438
406,6210.9375,42.928128,-78.882957,42.911704,-78.870929
407,2985.714285714286,42.986877,-78.856024,42.960027,-78.836378
408,873.6220472440945,42.870489,-78.771886,42.805163,-78.723984
409,1357.0345408593093,42.953788,-78.770737,42.90386,-78.734181
410,1879.6242774566474,42.990071,-78.810399,42.951957,-78.782511
411,1296.9942196531792,42.908227,-78.746182,42.865591,-78.714944
412,565.1177199504336,43.073481,-78.798609,43.015261,-78.756061
413,1.6666666666666667,43.015564,-78.797318,42.999698,-78.785716
414,1463.0081300813008,43.096333,-79.046698,43.073619,-79.030108
415,644.749887336638,43.133539,-78.976905,43.065275,-78.927061
416,78.58231707317073,42.936423,-77.777065,42.845499,-77.710449
417,42.003750334851325,43.126956,-78.012456,43.038414,-77.947788
418,125.36231884057972,43.268207,-77.975719,43.155271,-77.893409
419,39.798935541099944,42.985559,-77.858889,42.882337,-77.783317
420,101.87701248723789,42.938464,-77.363218,42.774926,-77.243336
421,225.10706638115633,43.022832,-77.360928,42.960196,-77.315112
422,63.70168964847543,43.132515,-77.891546,43.028519,-77.815588
423,61.024844720496894,43.002434,-77.176488,42.912348,-77.110558
424,43.61353711790393,42.756416,-77.695543,42.668686,-77.631081
425,1930.366492146597,43.123077,-77.497614,43.103041,-77.482988
426,544.786803610333,43.13372,-77.451017,43.051574,-77.391029
427,70.30015797788309,42.849342,-77.812476,42.746206,-77.7368
428,42.624854819976775,42.806591,-77.603117,42.746443,-77.558967
429,349.50135992747056,43.060502,-77.629599,43.012362,-77.594411
430,127.98427448177269,43.348164,-77.841504,43.239748,-77.762594
431,39.92124791761321,42.936803,-77.514165,42.819035,-77.427863
432,72.42904533726502,42.791505,-77.519904,42.716017,-77.464474
433,78.82299477391503,43.01489,-77.61031,42.918748,-77.539958
434,60.130718954248366,42.94677,-77.50485,42.928868,-77.491744
435,347.32824427480915,42.846786,-77.716441,42.830198,-77.704277
